window,vault_id,min,percentile25,percentile50,percentile75,max,count,latency,throughput
1719670740000,1096,47166.000000,47171.000000,47176.000000,47189.500000,54047.000000,17,1999,400.500000
1719670740000,1097,17602.000000,18075.250000,21437.000000,25175.000000,34737.000000,27,1999,400.500000
1719670740000,1098,14973.000000,17769.500000,18605.500000,23141.500000,24553.000000,24,1999,400.500000
1719670740000,1099,14224.000000,15285.000000,19083.500000,21886.500000,25543.000000,24,1999,400.500000
1719670740000,1100,17485.000000,19368.000000,20516.500000,23849.000000,24724.000000,20,1999,400.500000
1719670740000,1101,14288.000000,15963.000000,19531.000000,22879.250000,25206.000000,31,1999,400.500000
1719670740000,1102,15236.000000,15702.750000,23478.000000,23973.250000,29477.000000,19,1999,400.500000
1719670740000,1103,12900.000000,14469.000000,17040.500000,19297.000000,26312.000000,34,1999,400.500000
1719670740000,1104,13435.000000,16918.000000,18145.000000,22723.000000,45153.000000,24,1999,400.500000
1719670740000,1105,16791.000000,18186.250000,19642.000000,22198.500000,24507.000000,27,1999,400.500000
